ec_code,ec_description
14104400,"Cheese, Feta"
1020,"Cheese, fontina"
14104600,"Cheese, Fontina"
1228,"Cheese, fresh, queso fresco"
14104700,"Cheese, goat, Chevres"
1157,"Cheese, goat, semisoft type"
1022,"Cheese, gouda"
14105010,"Cheese, Gouda or Edam, Caciocavallo, Delft"
1023,"Cheese, gruyere"
14105200,"Cheese, Gruyere"
1024,"Cheese, limburger"
14106010,"Cheese, Limburger"
1169,"Cheese, low-sodium, cheddar or colby"
1251,"Cheese, Mexican blend"
14120010,"Cheese, Mexican blend, Kraft Mexican Four Cheese, Sargento Mexican 4 Cheese"
14120020,"Cheese, Mexican blend, reduced fat, Kraft Mexican Four Cheese made with 2% Milk, Sargento Mexican 4 Cheese Reduced Fat, lowfat, part skim, made from 2% milk"
1209,"Cheese, Mexican, blend, reduced fat"
1165,"Cheese, mexican, queso anejo"
1166,"Cheese, mexican, queso asadero"
1267,"Cheese, mexican, queso cotija"
1025,"Cheese, monterey"
42155,"Cheese, monterey, low fat"
14106200,"Cheese, Monterey, Monterey Jack cheese, Pepper Jack cheese"
14106500,"Cheese, Monterey, reduced fat, Kraft Light Naturals Monterey Jack Cheese, lowfat, part skim, made from 2% milk, Pepper Jack cheese, reduced fat"
1029,"Cheese, mozzarella, low moisture, part-skim"
43597,"Cheese, mozzarella, low sodium"
14107010,"Cheese, Mozzarella, NFS, pizza cheese, cheese curds"
42304,"Cheese, mozzarella, nonfat"
14107060,"Cheese, Mozzarella, nonfat or fat free, fat free cheese sticks, fat free string cheese"
14107030,"Cheese, Mozzarella, part skim, Chedarella Cheese, string cheese, cheese sticks, NS as to type of cheese, Poly-O, Stringsters, County Line, Richfood, Mootown Snackers, Sorrento, lowfat, reduced fat, made with 2% milk"
14107040,"Cheese, Mozzarella, reduced sodium, Sorrento Reduced Sodium String Cheese, less or lower sodium products"
1030,"Cheese, muenster"
14107200,"Cheese, Muenster"
42303,"Cheese, muenster, low fat"
14107250,"Cheese, Muenster, reduced fat, lowfat, part skim, made with 2% milk"
14108060,"Cheese, Parmesan, dry grated, fat free, Kraft Free Nonfat Grated Topping"
14108015,"Cheese, Parmesan, dry grated, reduced fat, Kraft Reduced Fat Grated Topping, lowfat, part skim, made with 2% milk"
14108010,"Cheese, Parmesan, dry grated, Romano, grated, Asiago, aged"
1032,"Cheese, parmesan, grated"
14108020,"Cheese, Parmesan, hard, Romano, Asiago, fresh, fresh grated"
1042,"Cheese, pasteurized process, American, vitamin D fortified"
1253,"Cheese, pasteurized process, American, without added vitamin D"
43398,"Cheese, pasteurized process, cheddar or American, low sodium"
14108200,"Cheese, Port du Salut"
14410500,"Cheese, processed cheese food, Handi-Snack cheese container"
14410600,"Cheese, processed, with vegetables, pepper cheese, pimiento"
1035,"Cheese, provolone"
14108400,"Cheese, Provolone"
1208,"Cheese, provolone, reduced fat"
14108420,"Cheese, provolone, reduced fat, lowfat, part skim, made from 2% milk"
14201500,"Cheese, Ricotta"
1037,"Cheese, ricotta, part skim milk"
1036,"Cheese, ricotta, whole milk"
1040,"Cheese, swiss"
14109010,"Cheese, Swiss, Emmentaler, Jarlsburg, Samsoe, Danbo, Sweitzer, Sapsago"
43589,"Cheese, swiss, low fat"
43405,"Cheese, swiss, low sodium"
1266,"Cheese, Swiss, nonfat or fat free"
14109040,"Cheese, Swiss, nonfat or fat free, made from skim milk"
14109030,"Cheese, Swiss, reduced fat, lowfat, part skim, made from 2% milk"
14109020,"Cheese, Swiss, reduced sodium, less or lower sodium products"
27510170,Cheeseburger (Burger King)
27510172,Cheeseburger (McDonalds)
27510140,"Cheeseburger slider, from fast food, White Castle Cheese Slider, slider"
27510191,"Cheeseburger slider, miniature patty"
27510235,"Cheeseburger submarine sandwich with lettuce, tomato and spread, Jerry's Cheeseburger Sub"
27510261,"Cheeseburger, from fast food, 1 large patty, one third pound patty"
27510215,"Cheeseburger, from fast food, 1 medium patty, quarter pound patty"
27510160,"Cheeseburger, from fast food, 1 small patty, junior patty"
27510190,"Cheeseburger, from school cafeteria, school cheeseburger, nfs, any size patty, excluding miniature, plain or with condiments"
27510155,"Cheeseburger, NFS"
27510246,"Cheeseburger, on wheat bun, 1 large patty, on bread or roll, multigrain, whole grain or whole wheat, quarter pound or regular size patty"
27510242,"Cheeseburger, on wheat bun, 1 medium patty, homemade, wheat bread, quarter pound patty, any amount of cheese slices"
27510196,"Cheeseburger, on wheat bun, 1 small patty, homemade, junior patty"
27510245,"Cheeseburger, on white bun, 1 large patty, on bread or roll, NS as to grain, third pound size patty"
27510241,"Cheeseburger, on white bun, 1 medium patty"
27510241,"Cheeseburger, on white bun, 1 medium patty, homemade, bun, NFS, quarter pound patty"
27510195,"Cheeseburger, on white bun, 1 small patty, homemade, bun, NFS, junior patty"
53104550,Cheesecake with fruit
53104600,"Cheesecake, chocolate"
53104500,"Cheesecake, cream cheese pie"
63115110,"Cherries, canned"
62106000,"Cherries, dried, sweetened"
63115200,"Cherries, frozen"
63111010,"Cherries, maraschino"
63115010,"Cherries, raw, cherries, NFS"
9064,"Cherries, sour, red, canned, water pack, solids and liquids"
9071,"Cherries, sweet, canned, water pack, solids and liquids"
9070,"Cherries, sweet, raw"
9044,"Cherries, tart, dried, sweetened (Includes foods for USDA's Food Distribution Program)"
67404550,"Cherry cobbler, baby food, junior, Gerber Third Foods"
67410000,"Cherry vanilla pudding, baby food, strained, Gerber Second Foods"
42105000,"Chestnuts, roasted"
19163,Chewing gum
91800100,"Chewing gum, NFS, Bubble gum, NFS"
91801000,"Chewing gum, regular, chewing gum with natural sweeteners, Bubble gum, sugared"
91802000,"Chewing gum, sugar free, chewing gum with non-nutritive sweeteners, sugarless bubble gum"
43060,"Chewing gum, sugarless"
43108010,Chia seeds
24168000,"Chicken ""wings"" with hot sauce, from fast food / restaurant"
24168000,"Chicken ""wings"" with hot sauce, from fast food / restaurant, drummette, ""buffalo wing"", hot chicken wings, chicken wing dings, wingster, with buffalo sauce"
24168020,"Chicken ""wings"" with hot sauce, from other sources, drummette, from raw, school, or other place, ""buffalo wing"", hot chicken wings, chicken wing ding, wingster, with buffalo sauce"
24168010,"Chicken ""wings"" with hot sauce, from precooked"
24168010,"Chicken ""wings"" with hot sauce, from precooked, drummette, ready-to-eat, ready-to-heat, ""buffalo wing"", hot chicken wings, chicken wing dings, wingster, with buffalo sauce"
24168001,"Chicken ""wings"" with other sauces or seasoning, from fast food / restaurant"
24168001,"Chicken ""wings"" with other sauces or seasoning, from fast food / restaurant, drummette, with any sauce, excluding hot or buffalo, include barbecue, BBQ,  teriyaki, sweet and sour, parmesan, any seasoning, wingster"
24168021,"Chicken ""wings"" with other sauces or seasoning, from other sources, drummette, from raw, school, or other place, any sauce, excluding hot or buffalo, include barbecue, BBQ, teriyaki, sweet and sour, parmesan, any seasoning, wingster"
24168011,"Chicken ""wings"" with other sauces or seasoning, from precooked"
24168011,"Chicken ""wings"" with other sauces or seasoning, from precooked, drummette, ready-to-eat, ready-to-heat, any sauce, excluding hot or buffalo, include barbecue, BBQ, teriyaki, sweet and sour, parmesan, any seasoning, wingster"
24168030,"Chicken ""wings"", boneless, with hot sauce, from fast food / restaurant, any sauce, boneless ""buffalo wings"", boneless hot chicken wings"
24168031,"Chicken ""wings"", boneless, with hot sauce, from other sources, any sauce, boneless ""buffalo wings"", boneless hot chicken wings, from frozen, school, or other place"
24168002,"Chicken ""wings"", plain, from fast food / restaurant"
24168002,"Chicken ""wings"", plain, from fast food / restaurant, drummette's with no sauce or seasoning, wingster"
24168022,"Chicken ""wings"", plain, from other sources, drummette, from school or other place, excludes from raw"
24168012,"Chicken ""wings"", plain, from precooked"
24168012,"Chicken ""wings"", plain, from precooked, drummette, ready-to-eat, ready-to-heat"
28140320,"Chicken and noodles with vegetable, dessert, frozen meal"
27640050,"Chicken and rice dinner, baby food, strained, Beech-Nut Stage 2, Gerber Tropical Foods"
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal, Budget Gourmet Chicken and Egg Noodles with Broccoli"
28143150,"Chicken and vegetable entree with noodles, diet frozen meal, Lean Cuisine Chicken and Vegetables with Vermicelli, Jenny's Cuisine Chicken Golden Gate"
28143130,"Chicken and vegetable entree with noodles, frozen meal, Banquet Gourmet Chicken Cacciatore and Vermicelli"
28143020,"Chicken and vegetable entree with rice, diet frozen meal, Weight Watchers, Lean Cuisine, Asian"
28141650,"Chicken and vegetables au gratin with rice, diet frozen entree, Budget Gourmet Chicken au Gratin"
27540130,"Chicken barbecue sandwich, Carl's Jr. BBQ Chicken Sandwich"
24122150,"Chicken breast, baked or broiled, skin eaten, from fast food / restaurant"
24122140,"Chicken breast, baked or broiled, skin eaten, from pre-cooked, ready-to-eat, ready-to-heat, from school or other place"
24122151,"Chicken breast, baked or broiled, skin not eaten, from fast food / restaurant, NS as to skin eaten"
24122141,"Chicken breast, baked or broiled, skin not eaten, from pre-cooked, ready-to-eat, ready-to heat, NS as to skin eaten, from school or other place"
24122160,"Chicken breast, baked, broiled, or roasted with marinade, skin eaten, from raw, any source"
24122161,"Chicken breast, baked, broiled, or roasted with marinade, skin not eaten, from raw, NS as to skin eaten, any source"
24122131,"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw"
24122131,"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw, NS as to skin eaten"
24127500,"Chicken breast, baked, coated, skin / coating eaten, broiled or roasted with coating, NS as to prepared with skin, NS as to coated or uncoated, any source, prepared skinless"
24127501,"Chicken breast, baked, coated, skin / coating not eaten, broiled or roasted with coating, NS as to prepared with skin, NS as to coated or uncoated, any source"
7961,"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged"
24127202,"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw, sauteed with coating, NS as to skin / coating eaten"
24127220,"Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant, sauteed with coating, NS as to prepared with skin, NS as to coated or uncoated, prepared skinless"
24127210,"Chicken breast, fried, coated, skin / coating eaten, from pre-cooked, sauteed with coating, ready-to-eat, ready-to-heat, NS as to prepared with skin, NS as to coated or uncoated, from school or other place, prepared skinless"
24127200,"Chicken breast, fried, coated, skin / coating eaten, from raw, sauteed with coating, NS as to prepared with skin, NS as to coated or uncoated"
24127221,"Chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant, sauteed with coating, NS as to prepared with skin, NS as to coated or uncoated"
24127211,"Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked, sauteed with coating, ready-to-eat, ready-to-heat, NS as to prepared with skin, NS as to coated or uncoated, from school or other place"
24127201,"Chicken breast, fried, coated, skin / coating not eaten, from raw, sauteed with coating, NS as to prepared with skin, NS as to coated or uncoated"
24123310,"Chicken breast, grilled with sauce, skin eaten"
24123310,"Chicken breast, grilled with sauce, skin eaten, barbecued with sauce, with barbecue sauce or marinade, any source"
24123311,"Chicken breast, grilled with sauce, skin not eaten"
24123311,"Chicken breast, grilled with sauce, skin not eaten, barbecued with sauce, with barbecue sauce or marinade, any source"
24123300,"Chicken breast, grilled without sauce, skin eaten"
24123300,"Chicken breast, grilled without sauce, skin eaten, barbecued without sauce, any source"
24123301,"Chicken breast, grilled without sauce, skin not eaten"
24123301,"Chicken breast, grilled without sauce, skin not eaten, barbecued without sauce, NS as to skin eaten, any source"
24120110,"Chicken breast, NS as to cooking method, skin eaten, any source"
24120120,"Chicken breast, NS as to cooking method, skin not eaten"
24120120,"Chicken breast, NS as to cooking method, skin not eaten, NS as to skin eaten, any source"
24122170,"Chicken breast, rotisserie, skin eaten, roasted and pre-cooked, ready-to-eat, ready-to-heat, fast food, restaurant, school, or other place, NS as to skin eaten, rotisserie from any source"
24122171,"Chicken breast, rotisserie, skin not eaten"
24122171,"Chicken breast, rotisserie, skin not eaten, rotisserie chicken, NFS, roasted and pre-cooked, ready-to-eat, ready-to-heat, fast food, restaurant, school, or other place, rotisserie from any source"
24124200,"Chicken breast, sauteed, skin eaten, any source, with or without fat"
24124201,"Chicken breast, sauteed, skin not eaten, any source, NS as to skin eaten, with or without fat"
24123110,"Chicken breast, stewed, skin eaten"
24123110,"Chicken breast, stewed, skin eaten, braised, any source"
24123120,"Chicken breast, stewed, skin not eaten"
24123120,"Chicken breast, stewed, skin not eaten, braised, NS as to skin eaten, any source"
28143040,"Chicken chow mein with rice, diet frozen meal, Lean Cuisine Chicken Chow Mein with Rice, Healthy Choice Chicken Chow Mein and Rice with Carrots"
58128110,Chicken cornbread
27146150,Chicken curry
27146155,"Chicken curry with rice, other poultry"
27146150,"Chicken curry, other poultry"
28140100,"Chicken dinner, NFS, frozen meal"
24142320,"Chicken drumstick, baked or broiled, skin eaten, from fast food / restaurant, NS as to skin eaten"
24142310,"Chicken drumstick, baked or broiled, skin eaten, from pre-cooked, ready-to-eat, ready-to-heat, NS as to skin eaten, from school or other place"
24142321,"Chicken drumstick, baked or broiled, skin not eaten, from fast food / restaurant"
24142311,"Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked, ready-to-eat, ready-to heat, from school or other place"
24142300,"Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw"
24142300,"Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw, NS as to skin eaten"
24147400,"Chicken drumstick, baked, coated, skin / coating eaten, broiled or roasted with coating, NS as to prepared with skin, NS as to coated or uncoated, NS as skin / coating eaten, any source, prepared skinless"
24147401,"Chicken drumstick, baked, coated, skin / coating not eaten, broiled or roasted with coating, NS as to prepared with skin, NS as to coated or uncoated, any source"
24147302,"Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw, sauteed with coating"
24147320,"Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant, sauteed with coating, NS as to prepared with skin, NS as to coated or uncoated, NS as to skin / coating eaten, prepared skinless"
24147310,"Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked, sauteed with coating, ready-to-eat, ready-to-heat, NS as to prepared with skin, NS as to coated or uncoated, NS as to skin / coating eaten, from school or other place, prepared skinless"
24147300,"Chicken drumstick, fried, coated, skin / coating eaten, from raw, sauteed with coating, NS as to prepared with skin, NS as to coated or uncoated, NS as to skin / coating eaten"
24147321,"Chicken drumstick, fried, coated, skin / coating not eaten, from fast food / restaurant, sauteed with coating, NS as to prepared with skin, NS as to coated or uncoated"
24147311,"Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked, sauteed with coating, ready-to-eat, ready-to-heat, NS as to prepared with skin, NS as to coated or uncoated, from school or other place"
24147301,"Chicken drumstick, fried, coated, skin / coating not eaten, from raw, sauteed with coating, NS as to prepared with skin, NS as to coated or uncoated"
24142510,"Chicken drumstick, grilled with sauce, skin eaten"
24142510,"Chicken drumstick, grilled with sauce, skin eaten, barbecued with sauce, with barbecue sauce or marinade, any source"
24142511,"Chicken drumstick, grilled with sauce, skin not eaten"
24142511,"Chicken drumstick, grilled with sauce, skin not eaten, barbecued with sauce, with barbecue sauce or marinade, any source"
24142500,"Chicken drumstick, grilled without sauce, skin eaten"
24142500,"Chicken drumstick, grilled without sauce, skin eaten, barbecued without sauce, NS as to skin eaten, any source"
24142501,"Chicken drumstick, grilled without sauce, skin not eaten"
24142501,"Chicken drumstick, grilled without sauce, skin not eaten, barbecued without sauce, any source"
24140210,"Chicken drumstick, NS as to cooking method, skin eaten, NS as to skin eaten, any source"
24140220,"Chicken drumstick, NS as to cooking method, skin not eaten, any source"
24142400,"Chicken drumstick, rotisserie, skin eaten, roasted and pre-cooked, ready-to-eat, ready-to-heat, fast food, restaurant, school, or other place, rotisserie from any source, NS as to skin eaten"
24142401,"Chicken drumstick, rotisserie, skin not eaten, roasted and pre-cooked, ready-to-eat, ready-to-heat, fast food, restaurant, school, or other place, rotisserie from any source"
24144300,"Chicken drumstick, sauteed, skin eaten, any source, with or without fat"
24144301,"Chicken drumstick, sauteed, skin not eaten, any source, NS as to skin eaten, with or without fat"
24143210,"Chicken drumstick, stewed, skin eaten"
24143210,"Chicken drumstick, stewed, skin eaten, braised, NS as to skin eaten, any source"
24143220,"Chicken drumstick, stewed, skin not eaten"
24143220,"Chicken drumstick, stewed, skin not eaten, braised, any source"
32105210,"Chicken egg foo yung, young"
24198500,Chicken feet
27540145,"Chicken fillet biscuit, from fast food, homemade or other place"
27540146,"Chicken fillet sandwich, fried, from fast food"
27540146,"Chicken fillet sandwich, fried, from fast food, patty, crispy, breaded, on bun, bread or roll"
27540147,"Chicken fillet sandwich, fried, from fast food, with cheese, patty, crispy, breaded, on bun, bread or roll, NS as to cheese"
27540185,"Chicken fillet sandwich, fried, on wheat bun, patty, crispy, breaded, on bread or roll, multigrain, whole grain, or whole wheat"
27540186,"Chicken fillet sandwich, fried, on wheat bun, with cheese, patty, crispy, breaded, on bread or roll, multigrain, whole grain, or whole wheat, NS as to cheese"
27540175,"Chicken fillet sandwich, fried, on white bun, patty, crispy, breaded, on bread or roll, NS as to grain"
